obs,wage,female,nonwhite,union,education,exper,age,wind,femalenonw,lnwage,education_exper,_Ifemale_1,_IfemXeduca_1,_IfemXexper_1,_Inonwhite_1,_InonXeduca_1
1274,12.5,0,1,1,7,47,60,0,0,2.52572870254517,329,0,0,0,1,7
1275,10,0,1,1,12,18,36,0,0,2.30258512496948,216,0,0,0,1,12
1276,6.05000019073486,1,0,0,11,21,38,0,0,1.80005824565887,231,1,11,21,0,0
1277,10.8500003814697,1,1,0,12,27,45,0,1,2.38416504859924,324,1,12,27,1,12
1278,24.0300006866455,0,0,1,16,36,58,1,0,3.17930316925049,576,0,0,0,0,0
1279,15.8100004196167,1,0,0,12,12,30,0,0,2.76064276695251,144,1,12,12,0,0
1280,12.9799995422363,1,1,0,14,17,37,1,1,2.56340956687927,238,1,14,17,1,14
1281,2.13000011444092,1,0,0,12,10,28,0,0,0.756122052669525,120,1,12,10,0,0
1282,16.5799999237061,0,0,0,12,18,36,0,0,2.80819725990295,216,0,0,0,0,0
1283,21.4500007629395,0,0,0,16,27,49,1,0,3.06572461128235,432,0,0,0,0,0
1284,13.1400003433228,1,0,0,12,30,48,0,0,2.57566094398499,360,1,12,30,0,0
1285,1.66999995708466,1,0,0,10,45,61,1,0,0.512823581695557,450,1,10,45,0,0
1286,7,0,0,0,12,7,25,0,0,1.94591009616852,84,0,0,0,0,0
1287,14.8999996185303,0,0,0,16,9,31,1,0,2.70136117935181,144,0,0,0,0,0
1288,5.90000009536743,1,0,0,12,31,49,0,0,1.77495241165161,372,1,12,31,0,0
1289,10,0,0,1,12,20,38,1,0,2.30258512496948,240,0,0,0,0,0
